pair_id,en_source_id,ne_source_id,en_sentence_index,ne_sentence_index,en_text,ne_text,alignment_score,manual_label,reviewer,notes
EDU_0001_EDU_0002_00126,EDU_0001,EDU_0002,1488,125,Convert weeks into days and days into weeks.,"Such little time is less than a
minute. Second is used to measure
such small amount of time. It takes 15
seconds to skip 15 times. The smallest
unit shown by a clock is a second.
There are 60 seconds in 1 minute.
Thin hand of the clock shows time in second.
It moves one round in one minute.
Hence, 60 seconds is equal to 1
minute.
It is 15 seconds past 10 in the right hand side clock where will
second hand reach after 20 seconds?",0.6444,,,
EDU_0001_EDU_0002_00127,EDU_0001,EDU_0002,1501,126,"Project work
List out all the activities you have done yesterday from early
in the morning to throughout the day.","Using a stop watch or wall clock, find where you
will reach in 30 minutes if you run. Get help from
your teacher and friends.
Problems related to second.
If 60 seconds are equal to 1 minute, how many seconds will be
there in 3 minutes?",0.7426,,,
EDU_0001_EDU_0002_00128,EDU_0001,EDU_0002,1513,127,"Find out how many
hours the classes are run in six days.","1 minute = 60 seconds
3 minutes = 3 × 60 seconds = 180 seconds
Activity 1
Activity 2
Example 1

78
My Mathematics, Grade 4
Convert time into seconds.
2 minutes 15 seconds
= 2 minutes + 15 seconds
= 2×60 seconds + 15 seconds = 120 seconds + 15 seconds = 135 seconds
Convert in second.
(a) 12 minutes
(b) 15 minutes and 20 seconds
(c) 30 minutes and 45 seconds (d) 32 minutes and 10 seconds
(e) 35 minutes and 40 seconds
Read, discuss and learn.
In the given clock, time is 25 minute past
10. Where will the hands of
clock reach after 1 hour and 30 minutes?",0.6445,,,
EDU_0001_EDU_0002_00129,EDU_0001,EDU_0002,1525,128,"7.3 Addition of time
Example 1
Uttam did his homework for 1 hour and 25 minutes on saturday.","Discuss.
Addition of time
Hari started to go to the hospital sharp at 10:30. If he reached
there in 1 hr and 17 minutes, at what time would he reach there?",0.8347,,,
EDU_0001_EDU_0002_00130,EDU_0001,EDU_0002,1537,129,"My Mathematics, Grade 4
107
Example 4
Write the answer in the box.","Hari departed to hospital from home=10:30
Time to reach hospital = 1 hours and 17 minutes.
Can we find out time taken/spent to reach hospital?",0.7257,,,
EDU_0001_EDU_0002_00131,EDU_0001,EDU_0002,1549,130,"My Mathematics, Grade 4
109
(g)
hour minute second
(g)
minute second

3
45
30
45
30

+ 4
50
40
+ 55
25
2.","Let's see:

10 hrs 30 minutes
+ 1 hrs 17 minutes

11 hrs 47 minutes
Now, the time Hari reached hospital is
47 minutes past 11.
Example 2
Example 1
Exercise 5.3
Minute and minute, and
hour and hour should be
added seperately.

My Mathematics, Grade 4
79
Subtraction of time
Subtract 8 hours 15 minutes 10 seconds from 12 hours 30 minutes
and 15 seconds.
12 hours 30 minutes 15 seconds
- 8 hours 15 minutes 10 seconds
4 hours 15 minutes 5 seconds
1. Write an appropriate number in the blank space.

(a) 60 seconds =
minute (b)
minutes = 1 hour

(c)
days = 1 year
(d)
hours = 1 day

(e) 7 days =
week
(f)
days
= 1 month

(g) 1 minute 20 seconds =
second

(h) 1 day 5 hours =
hour

(i) One year 4 months =
months.
2. Look at the along side watch. What time will be

after 40 minutes?",0.6444,,,
EDU_0001_EDU_0002_00132,EDU_0001,EDU_0002,1561,131,6.,"Calculate.
3. What time is in the given clock after

2 hours 15 minutes?",0.6444,,,
EDU_0001_EDU_0002_00133,EDU_0001,EDU_0002,1573,132,When will the maths class end?,"4. Phurwa went to the market at 2:30. He returned
home after 1 hour 43 minutes from the time of departure
from home, at what time will Phurwa come back to home?",0.6443,,,
EDU_0001_EDU_0002_00134,EDU_0001,EDU_0002,1586,133,"hours
minutes

3
60

4
0

– 1
15

2
45
Activity 1
7.4 Subtraction of time
(a)
Math class
starting time
(b)
Math class
ending time
Look at the time indicated by the clocks in
the given picture and discuss:
(i) At what time is school over?","5. Teacher entered into class at 12:15. If he

returns from class after 50 minutes, at what time

will he return from class?",0.7819,,,
EDU_0001_EDU_0002_00135,EDU_0001,EDU_0002,1598,134,Calculate how long it took for the reconstruction of the building.,"Exercise 5.4
Example 2
We should subtract
seconds from seconds,
minutes from minutes
and hours from hours.

80
My Mathematics, Grade 4
6. Kailash went home for two months in winter vacation but he

returned after 20 days. How many days before did he return?",0.6445,,,
EDU_0001_EDU_0002_00136,EDU_0001,EDU_0002,1610,135,4.,"7. There was a three day travelling program. After traveling 52 hours,

how many hours were left to travel?",0.6445,,,
EDU_0001_EDU_0002_00137,EDU_0001,EDU_0002,1622,136,Note their expiry date.,"8. How many months are to be added in 5 years and 7 months to

make 8 years and 9 months?",0.6444,,,
EDU_0001_EDU_0002_00138,EDU_0001,EDU_0002,1634,137,"150, what fruits will you buy?","9. Sita made figures in her drawing paper in 3 days. She spent

1 hr. 15 minutes on Sunday, 3 hrs 20 minutes on Monday, 2 hrs 5

minutes on Tuesday. How much time did she spend in drawing the

figures?",0.6444,,,
EDU_0001_EDU_0002_00139,EDU_0001,EDU_0002,1646,138,50.,"10. Time taken by a bus to reach Narayangarh from Kathmandu is

given below. At what time period will the bus reach to Narayangarh

from Kathmandu?",0.6444,,,
EDU_0001_EDU_0002_00140,EDU_0001,EDU_0002,1658,139,"(iii) What is the total cost of 2 cups of milk and two plates of
Chowmin?","11. A daily wage worker has worked for 3 months 25 days. If he got

wages for only 2 months 3 days, how many days, were not paid

for him?",0.7866,,,
EDU_0001_EDU_0002_00141,EDU_0001,EDU_0002,1671,140,iii.,"Calculate.

My Mathematics, Grade 4
81
5.2 Money
Look and recognize.
Re. 1
Rs. 2
Rs. 5
Rs. 10
Rs. 20
Rs. 25
Rs. 50
Rs. 100
Rs. 500
Rs. 1000

82
My Mathematics, Grade 4
Rs.
Paisa

3
60

+2
75

5
135
= Rs. 6 and 36 Pasia
Money is in the form of coins and notes. Small unit of money is paisa.
There are 100 paisas in 1 rupee. Can you tell, how many rupees will
be in 200 paisas?",0.6445,,,
EDU_0001_EDU_0002_00142,EDU_0001,EDU_0002,1683,141,"170

116

My Mathematics, Grade 4
(iii) The cost of 1 pieces of Samosa = Rs.",How do you know?,0.6445,,,
EDU_0001_EDU_0002_00143,EDU_0001,EDU_0002,1695,142,25.,"Discuss it.
What does adjoining figure indicate?",0.6444,,,
EDU_0001_EDU_0002_00144,EDU_0001,EDU_0002,1707,143,"For this, If members collected Rs.","Paisa is divided by 100 to convert it into
rupee.
Similarly, rupee is multiplied by 100 to
change it into paisa.
Conversion of money
How much paisa are there in 3 rupees and 25 paisa?",0.6444,,,
EDU_0001_EDU_0002_00145,EDU_0001,EDU_0002,1719,144,"15 and 30 Paisa
2) Multiply the following.","Here, 3 rupees 25 paisa = 3×100 paisa + 25 paisa = 325 paisa.
How much rupee and paisa are there in 365 paisa?",0.6444,,,
EDU_0001_EDU_0002_00146,EDU_0001,EDU_0002,1731,145,"85 and 50 paisa
and Nirmal bought beblet at the cost of Rs.","3
100 365
- 300

65 remainder
Word problems related to money
Suresh received 3 rupees and 60 paisa from mother and 2 rupees and
75 paisa from father. Now, how much money does he have?",0.6444,,,
EDU_0001_EDU_0002_00147,EDU_0001,EDU_0002,1743,146,50.,"Adding rupees and paisa separately,
Hence, 365 paisa is equal to 3 rupee 65 paisa.
Because, 135 paisa =
Rs. 1 and 35 paisa
Example 1
Example 2
Example 3

My Mathematics, Grade 4
83
Hamid kept 10 rupees 25 paisa in four bags each. How much
he had?",0.6443,,,
EDU_0001_EDU_0002_00148,EDU_0001,EDU_0002,1756,147,"Ask about the costs with
your parents and write the costs.","Rupees and paisa multiplying separately-
Rs. P.
10 25

x
4
40 100
= Rs. 41
If Rs 12 and 60 paisa is distributed to 4 persons, how much will
each one get?",0.6445,,,
EDU_0001_EDU_0002_00149,EDU_0001,EDU_0002,1768,148,324.,"Dividing rupees and paisa seperately

3
15

4 Rs.
P.

12
60

– 12
4 .

x
20

– 20

x
Each will get Rs. 3.15 P.
100 paisa = Rs. 1
So, Rs. 40 and Rs. 1
make Rs. 41

a. If one juice and a plate of momo are bought, how much will be paid?",0.6445,,,
EDU_0001_EDU_0002_00150,EDU_0001,EDU_0002,1780,149,How much should one pay?,"b.
If 1 bottle of water and 1 plate of chowmin is taken, how much will be paid?",0.6444,,,
EDU_0001_EDU_0002_00151,EDU_0001,EDU_0002,1792,150,(3) If the cost of 3 pens is Rs.,"Example 4
Example 5.5
Example 5
1. A menu having food items and their prices is given in the following

table. Looking at the table and, answer the given problems.
juice: Rs 15
milk : Rs 14
water : Rs 20
momo:
Rs 30
chowmen :
Rs 20.40 ps
meat :
Rs 20.40 ps

84
My Mathematics, Grade 4

c. If Rs. 100 is paid for one plate of meat and beaten rice, how much

will be returned ?",0.6444,,,
EDU_0001_EDU_0002_00152,EDU_0001,EDU_0002,1804,151,"3300
3.","d. If 2 plates of chowmin are eaten, how much should be paid?",0.6444,,,
EDU_0001_EDU_0002_00153,EDU_0001,EDU_0002,1816,152,"9.2
Conversion of unit of distance to each other
A.","2. If someone buys similar five books for Rs. 175 and 50 paisa, how

much a book will cost?",0.8114,,,
EDU_0001_EDU_0002_00154,EDU_0001,EDU_0002,1829,153,2 meters= 2× 100 = 200 cm.,"3. The price of a watch is Rs. 750. If a customer has only Rs. 540 and 50

paisa, how much more money will he need to buy the watch?",0.6445,,,
EDU_0001_EDU_0002_00155,EDU_0001,EDU_0002,1841,154,C.,"5.3 Distance
Read and learn.
The length of pencil above is more than 3 cm. But its length is not
4 cm. In such situation, small units written between numbers of cm
of ruler should be used. These small units are millimeter. There are
10 millimeter units in one centimeter.
Hence, 1 cm = 10 mm
The length of above pencil reaches 3 cm and 5 mm units. Hence,
the length of above pencil is 3 cm and 5 mm.
1. What cm and mm is your penchil?",0.6445,,,
EDU_0001_EDU_0002_00156,EDU_0001,EDU_0002,1853,155,"Find the length of the
room in meter and centimeter.","Tell by measuring it.
2. Find the length of 3 objects that are shorter than 3 cm.
3. What mm is the length of your thumb of left hand?",0.6445,,,
EDU_0001_EDU_0002_00157,EDU_0001,EDU_0002,1865,156,"(i) 3 meter 20 centimeter (into centimeter)
(ii) 15 Km (into m)
(iii) 5 cm 3 mm (into mm
(iv) 2 km 200 m (into m)
(v) 250 cm (into m)
(vi) 12000 m (into Km)
(vii) 22 mm (into cm)
1000 m = 1 km
8 km
= 1000 8091

- 8000
91 m
Thus, the length of road from Kalanki to Thankot Check-Post is
8 kilometer 91 meter.","Get help of

your friend and measure.
There are 10 mm in one cm. How many mm are in 7 cm?",0.6444,,,
EDU_0001_EDU_0002_00158,EDU_0001,EDU_0002,1877,157,Find the breadth in mm.,"1 cm = 10mm
7 cm = 10×7 mm = 70 mm.
Activities
Example 1

My Mathematics, Grade 4
85
What is the length of this house?",0.6444,,,
EDU_0001_EDU_0002_00159,EDU_0001,EDU_0002,1889,158,"9.3
Addition related to centimeter, meter and kilometer

128

My Mathematics, Grade 4
Example 1
Suppose the distance between your classroom and the Principal’s
Office is 10 m 50 cm.",It is difficult to measure in cm. Why?,0.6444,,,
EDU_0001_EDU_0002_00160,EDU_0001,EDU_0002,1901,159,m.,"To measure distance from one place to another place in cm is also
difficult. Hence, we use small or big unit of measurement according
to the size and distance.
Look at the following units of measurement.
10 mm = l cm
100 cm = 1 meter
1000 meter = 1 kilometer
The length of your two steps (strides) is approximately 1 meter. How
many steps are there in 1 km?",0.6444,,,
EDU_0001_EDU_0002_00161,EDU_0001,EDU_0002,1914,160,"The length of the
road from Koteswor, Kathmandu to Nagarkot, Bhaktapur
is 21 km 300 m.","Approximately there are 2000 steps in 1 km.
What minutes can you take to walk 1 km?",0.9861,,,
EDU_0001_EDU_0002_00162,EDU_0001,EDU_0002,1926,161,"Arrange the values in the
column of the same units and
subtract.","Which measurement units are appropriate to measure the following
distance or length ?",0.9179,,,
EDU_0001_EDU_0002_00163,EDU_0001,EDU_0002,1938,162,"How many centimeter
is remained now?","(a) length of a table
(b) length of a class room
(c) length of a pen
(d) length of a book
1. Convert into mm.

(a) 15 cm
(b) 25 cm
(c) 40 cm

(d) 80 cm 5 mm
(e) 92 cm 2 mm (f) 87 cm 7mm.
Centimeter, Meter, Kilometer
Exercise 5.6
m.
cm.
Km
m

86
My Mathematics, Grade 4
(e) height of a man
(f) height of a tree
(g) length of duster
(h) distance from Pokhara to Birgunj.
(i) distance from Kathmandu to Narayangadh.
(j) distance from Mechi river to Mahakali river of Nepal
Make rough estimate and measure in proper scale the distance of
the following objects or place the surrounding the school:
(a) Distance from your classroom to the room of the head teacher.
(b) Distance from the place where you sit to the place of teacher who is

standing in the classroom.
(c) Distance from the school to the toilet.
(d) Distance between classroom 1 and 3.
(e) Distance from the school to the tap.
How many units meters and centimeters are there in 142 cm?",0.6445,,,
EDU_0001_EDU_0002_00164,EDU_0001,EDU_0002,1950,163,"Only 22 km and 550m of the
road is cemented.","Here, 1m
= 100 cm
So, 142 cm = (100+42) cm

= 100 cm + 42m

= 1m 42 cm
Convert 2m and 30 cm into cm.
Here, 2 m = 2×100 cm=200 cm
So, 2 m, 30 cm= (200+30) cm=230 cm
Exercise 5.7
Example 1
Example 2

My Mathematics, Grade 4
87
How long will be the length of the rope if 1m and 36cm long rope is
joined to 2m and 85cm long rope?",0.6444,,,
EDU_0001_EDU_0002_00165,EDU_0001,EDU_0002,1962,164,"Example 1
Answer the following questions based on the following capacity.","Here, adding meter to meter and cm to cm

m
cm

1
36
+ 2
85

3
121
= 4 m 21 cm
Out of 3 m and 15 cm long Pillar 1 m 80 cm is painted. What length
of the pillar is not painted?",0.6684,,,
EDU_0001_EDU_0002_00166,EDU_0001,EDU_0002,1974,165,"Example 2
Take your water bottle.","Here, subtracting meter from meter and cm from cm
meter
cm

2
115

3
15
–
1
80
1 meter 35 cm
Hence, the length not painted = 1 m 35 cm
1. Convert into cm.

(a) 2 m
(b) 3 m
(c) 5 m
(d) 3m 55 cm
2. Convert into m and cm.

(a) 200 cm
(b) 600 cm
(c) 123 cm
(d) 225 cm
3. Convert into km and m.

(a) 1025 m
(b) 1500m
(c) 2556 m
(d) 2000 m.
1
Example 3
Example 4
Exercise 5.8
36 + 85 = 121 cm
121 cm = 1 m 21 cm.
So 1 m is to be added
in the column of
meter, I understood.
80 cm, cannot be subtracted from 15
cm. So borrowing 1 m (=100 cm) from
3 m, we add it to 15 cm then, 100 + 15
= 115 cm

88
My Mathematics, Grade 4
4. Convert into meter.

(a) 3 km

(b) 5 km

(c) 10 km 230 m
(d) 15 km 30 m
5. Add.

(a)
15 m 75 cm
(b)
9 m 75 cm

+ 7 m 35 cm

+ 10 m 75 cm

(c)
150 km 900 m
(d)
170 km 680 m 75 cm

+ 306 km 880 m

+ 150 km 450 m 60 cm
6. Subtract.

(a)
15 m 60 cm
(b)
17 m 76 cm

– 12 m 90 cm

– 12 m 85 cm

(c)
100 km 700 m
(d)
324 km 582 m

– 90 km 800 m

– 190 km 683 m
7. If a wall is 7 m and 50 cm long and another wall is 2m and 60 cm

long, what is the total length of these two walls?",0.6444,,,
EDU_0001_EDU_0002_00167,EDU_0001,EDU_0002,1986,166,= 2 l and 500 ml.,"8. A blackboard is 2 m and 15cm long and 1m and 75 cm width, how

more is the length than its width?",0.6444,,,
EDU_0001_EDU_0002_00168,EDU_0001,EDU_0002,1999,167,"What is the
capacity in milliliter?","9. A rubber of 1m and 20 cm long in stretched. Then, its length is

1 m and 55 cm. How many centimeters of rubber is stretched?",0.6445,,,
EDU_0001_EDU_0002_00169,EDU_0001,EDU_0002,2011,168,(ii) How many kettle of water will make a jar full?,"10. A road of 200 km is to be constructed. After constructing

120 km and 750 m by local voluntary work, how much

is left to construct?",0.6445,,,
EDU_0001_EDU_0002_00170,EDU_0001,EDU_0002,2023,169,Find the total amount of juice based on the following figure.,"11. How long will be the piece of cloth after sewing four pieces each

of 1 m and 76 cm long patches?",0.8415,,,
EDU_0001_EDU_0002_00171,EDU_0001,EDU_0002,2035,170,"=
(iii) 1000 l.","My Mathematics, Grade 4
89
5.4 Perimeter of a rectangle
18 cm
24 cm
15 cm
10 cm
25 cm
28 cm
What is the shape of the upper surface of
the table?",0.6444,,,
EDU_0001_EDU_0002_00172,EDU_0001,EDU_0002,2047,171,ml.,"Measure its length and breadth
using meter scale. What is the difference
between the length and breadth of the
table?",0.6444,,,
EDU_0001_EDU_0002_00173,EDU_0001,EDU_0002,2059,172,A patient bought 500 ml of medicine in liquid form.,"How long will be the perimeter of
surface of upper part of the table?",0.9120,,,
EDU_0001_EDU_0002_00174,EDU_0001,EDU_0002,2071,173,"(ii) What is the difference between beam balance and a digital
weighing machine?","Make a
list of such rectangular objects which are
in the classroom.
'My Mathematics Book 4' is 24 cm
long and 18 cm wide. What will be its
perimeter?",0.7931,,,
EDU_0001_EDU_0002_00175,EDU_0001,EDU_0002,2084,174,"Activity 2
Observe the following objects.","Measurement of all sides in
called perimeter. How many times the
length is measured when the perimeter
of the book is measured?",0.6445,,,
EDU_0001_EDU_0002_00176,EDU_0001,EDU_0002,2096,175,"How many
kilograms would be there in the truck?","Should the breadth of the book be
measured two times as length was
measured or not?",0.8158,,,
EDU_0001_EDU_0002_00177,EDU_0001,EDU_0002,2108,176,"My Mathematics, Grade 4
145
Salina :
Miss, 100 quintals.","Here, perimeter = 2 × 24 cm + 2 × 18 cm

48 cm + 36 cm = 84 cm
Exercise 5.9
1. Find the perimeter of each rectangular objects given below:

(a) A piece of paper
(b) A photo frame

90
My Mathematics, Grade 4

(c) A blackboard

(d) The length of garden is 20 m and 50 cm and breadth is 18 m

and 60 cm.
1 m 50 cm
2 m
18 m 60 cm
20 m 50 cm

My Mathematics, Grade 4
91
5.5 Area
The place covered by the surface of an object is called the area of
surface of the object. Place covered by book and copy is given in the
figure Look at these pictures. Which area is greater?",0.6445,,,
EDU_0001_EDU_0002_00178,EDU_0001,EDU_0002,2120,177,"Solution
Let’s divide
7500 ÷ 100
100 )7500(75

- 700

500

- 500

0
∴ Thus, the minitruck has carried 75 quintals of wheat.","Now, draw lines for length and breadth in 1 cm difference in both
pictures.
Let's count the square of book.
Let's count the square of copy.
There are 12 squares in the length side.
There are 10 squares in the length side.
There are 8 squares in the breadth side. There are 7 squares in the breadth side
How many total squares are there?",0.6444,,,
EDU_0001_EDU_0002_00179,EDU_0001,EDU_0002,2132,178,"Find the weight in
gram.","Total 12 × 8 = 96 squares
Total 10 × 7 = 70 squares
So, the area of the book is 96 square cm, and the area of the copy is
70 square cm. Hence, the area of book is greater than the area of copy.
Book
Perimeter of the book
Note copy
Perimeter of the copy
10 cm
8 cm
7 cm
12 cm
8 cm
12 cm
10 cm
7 cm

92
My Mathematics, Grade 4
Number of squares in the length = 10
Number of squares in the breadth = 6.
Therefore, the area of figure = 10×6 = 60 cm square
Find out the area of rectangular shape given below.
The length of given
rectangular = 12 cm
Breadth = 7cm
Area = 12 × 7 cm2 = 84 cm2
Find out the area of complete figure by counting 1 cm square room
in length and breadth.
7cm
12cm
length
breadth
Example 1
Example 2
1. Find the area of the rectangles given below by counting square

units of length and breadth as given below.

(area of each square is 1cm2

(a)
(b)
Exercise 5.10

My Mathematics, Grade 4
93
3. Find the area of rectangular shapes.

(a)
(b)

(c)
2. Draw the squares unit in each of the following rectangular shapes

and find the area.

(a)
(b)

(c)
(d)
5 cm
4 cm
4 cm
2 cm
3 cm
3 cm
4 cm
5 cm
3 cm
9 cm

94
My Mathematics, Grade 4
How many milliliters are there in 2 litres and 360 ml?",0.6444,,,
EDU_0001_EDU_0002_00180,EDU_0001,EDU_0002,2144,179,"Take weight
by putting some objects in a bag.","Here,
1 litre = 1000 ml.
So, 2 litres = 2×1000 ml=2000ml
So, 2 litres 300ml = 2000 ml + 300ml =2300 ml.
5.6 Capacity
In the figure, there are two pots: an Amkhora
and a measuring cylinder, when full water
of Amkhora is poured into the measuring
cylinder, it reaches up to 1.5 litres. Here,
the capacity of Amkhora is found to be 1.5
litres of the capacity of liquid is measured
in litre (l).
In the adjoining figure, there are measuring
cylinder and a test tube. How much water
does the test tube contain?",0.6444,,,
EDU_0001_EDU_0002_00181,EDU_0001,EDU_0002,2156,180,"150

My Mathematics, Grade 4
Activity 1
A pot contains 5 kg of sugar.","Or what is the
amount of the water in the test tube?",0.9181,,,
EDU_0001_EDU_0002_00182,EDU_0001,EDU_0002,2169,181,"Discuss the following
questions based on the given figure.","Amount
of 1 litre is divided into 1000 equal parts and
each part is called 1 millilitre or ml. Now, to
know the capacity of the test tube, we pour
the water of the test tube into the measuring
cylinder.
So, the measurement of the quantity of liquid
is litre,
1 litre
= 1000 millilitre
Example 1
ml
l

My Mathematics, Grade 4
95
How many litres and millilitre are there in 3500 millilitre?",0.6445,,,
EDU_0001_EDU_0002_00183,EDU_0001,EDU_0002,2181,182,g.,"1000 ml = 1 litre
So, divide by 1000 ml
3500 ml = 3 litre 500 m l
500 ml = 0.5 litre
so, 3500 ml= 3.5 litres =
litres
Add 3 litres 720 ml and 5 litres 630 ml.

litres
m l

3
720
+
5
630

8
1350
= 9 l 350 ml
Subtract 2 litres and 500 ml from 4 litres and 325 ml.
litres
ml

4
1325
– 2
500

1 l 825 m l

3
1000 3500

- 3000

500
3
Example 2
Example 3
Example 4
500 ml cannot be subtracted from
325 ml. So, we borrow 1 litre from 4
litre and add it to 325 ml. Then we
have 1325 ml. and subtract from
500 ml. from it.

96
My Mathematics, Grade 4
1. Convert into millilitres.

(a) 2 litres

(b) 3 litres

(c) 2 litres 500 ml
(d) 2 litres 750 ml.
2. Convert into litre and millilitre.

(a) 2 litres

(b) 3 litres

(c) 2 litres 500 ml
(d) 2 litres 750 ml
3. Add.

(a)
3 litres 750 ml
(b)
6 litres 390 ml

+ 5 litres 200 ml

+ 8 litres 715 ml

(c)
4 litres 126 ml
(d) 13 litres 678 ml

+ 9 litres 900 ml
+ 17 litres 588 ml
4. Subtract.

(a)
9 litres 315 ml
(b)
5 litres 600 ml

- 6 litres 500 ml

- 3 litres 875 ml

(c) 17 litres 750 ml
(d)
8 litres 28 ml

- 9 litres 900 ml

- 7 litres 588 ml
5. Shila went to the shop with bottle of 750 ml and she bought 1

litre oil. How much is exceeded?",0.6445,,,
EDU_0001_EDU_0002_00184,EDU_0001,EDU_0002,2193,183,"12

88
524

– 10
616
– 69
811
3.","Exercise 5.11

My Mathematics, Grade 4
97
6. How many bottles of 500ml are needed to hold 2 litre oil?",0.6444,,,
EDU_0001_EDU_0002_00185,EDU_0001,EDU_0002,2205,184,Find her previous weight.,"7. Four persons drank 1 litre and 200ml milk equally. How much

milk did each drink?",0.6444,,,
EDU_0001_EDU_0002_00186,EDU_0001,EDU_0002,2217,185,"Which one of these is
the longest?","8. A kettle contains 1250 ml tea. How much tea will be held in 4 such

kettles?",0.6856,,,
EDU_0001_EDU_0002_00187,EDU_0001,EDU_0002,2229,186,"Then, count the
number of squares inside the rectangle(s)
and present them in your class.","9. Look at the pots and their capacities in the figure. Answer the

following questions.
(a) If filled, how many litres and millilitres of liquid will be there in

all pots?",0.7741,,,
EDU_0001_EDU_0002_00188,EDU_0001,EDU_0002,2242,187,"(v) If the area of a square room is 1 square cm, then find the
area of all the rectangles.","(b) How much water in the kettle is less or more than the collective

amount of water in the cup, glass and Amkhora?",0.9271,,,
EDU_0001_EDU_0002_00189,EDU_0001,EDU_0002,2254,188,"There are 10 rooms
on the length and 6 rooms on the
breadth.","(c) If water from the kettle is poured into the glass, what amount of

water is left in the kettle?",0.8428,,,
EDU_0001_EDU_0002_00190,EDU_0001,EDU_0002,2266,189,"(i)
(ii)
(iii)
(iv)
2.","(d) How many cups can be filled with the water of the kettle, and how

much water will be left in the kettle?",0.6445,,,
EDU_0001_EDU_0002_00191,EDU_0001,EDU_0002,2278,190,"(a) 24

(b) 36

(c) 48
(d) 72

(iv) How many seconds are there in 5 minutes and 12
seconds?","265 ml
385 ml
563 ml
1 l 250 ml

98
My Mathematics, Grade 4
5.7
Volume
Adjoining length, breadth and height
of block of wood is 1/1 cm.
So, its volume is 1 cubic cm.
Objects having equal length, breadth
and height is called cubic object.
Look at the adjoining block of wood.
What is the volume of the block of
wood?",0.6444,,,
EDU_0001_EDU_0002_00192,EDU_0001,EDU_0002,2290,191,"Present in your
class.","To know the volume of block
of wood, add 1 cm length, breadth and
height by marking line. In this way, we
get a figure given here.
Now, draw the lines dividing into
peices. How many small blocks of 1
cubic cm can be made?",0.6444,,,
EDU_0001_EDU_0002_00193,EDU_0001,EDU_0002,2302,192,Fill in the blanks.,"Solve it,
number of small blocks in the length = 6
number of small blocks in the breadth = 3
number of small blocks in the height = 2
Total numbers of small blocks = 6 × 3 × 2 = 36
So, the volume of above block = 36 cubic cm.
1. What is the volume of the following cuboids, and find out the

volume by counting the unit cubes.

(a)

(b)
Exercise 5.12

My Mathematics, Grade 4
99

(c)

(d)
2. Observe by multiplying length, breadth, height of each objects

given in question no 1. Is the product and volume of the objects

equal?",0.6444,,,
EDU_0001_EDU_0002_00194,EDU_0001,EDU_0002,2314,193,"15 and 75 paisa, what
will be the cost of such 9 bottles?","5.8 Weight
Look carefully at the following units of weights.
Using balance, determine how many
weights of 100 grams would be in 1
kilogram. Similarly, determine how
many weights of 500 grams are there in
1 kg?",0.6444,,,
EDU_0001_EDU_0002_00195,EDU_0001,EDU_0002,2327,194,9.,"Check it by using the balance, from
these experiments, you have learnt that
1 kg = 1000 grams.
Now, which types of measuring weights
will be used to measure the weights of the
following objects. Think forwhile.
1 kg
500 gram
200 gram
100 gram
50 gram

(a)

(b)

(c)

100
My Mathematics, Grade 4
We have known that we should use proper grams to measure the mass
of the given objects. 1 kilogram contains 1000 grams. Hence, units of
gram and kg can be converted into each other.
How many grams are there in 3 kg and 600 gram?",0.6445,,,
EDU_0001_EDU_0002_00196,EDU_0001,EDU_0002,2339,195,"and
Paisa is remaining with him now.","1 kg = 1000 grams
So, 3 kg = 3×1000 grams = 3000 grams
Then, 3 kg 600 grams = 3000 grams + 600 grams
= 3600 grams
How many kilograms and grams are there in 2780 grams?",0.6445,,,
EDU_0001_EDU_0002_00197,EDU_0001,EDU_0002,2351,196,"(iii) If 250 grams of pomegranate is given per day, for how
many days will Prasila eat the fruit?","Here, 1 kg = 1000 grams
So,
(d)
(e)
2780 grams = 2kg 780 grams
Another method-
2780 = 2000 + 780
= 2×1000+780
= 2780 gms = 2kg 780 gms.

2
1000 2780
- 2000

780
Why?",0.8309,,,
EDU_0001_EDU_0002_00198,EDU_0001,EDU_0002,2363,197,(i) Each sack was 50 kg.,"My
Math
Class-4
Example 1
Example 2

My Mathematics, Grade 4
101
1. Convert into grams.

(a) 2 kg
(b) 5 kg
(c) 12 kg 50gm

(d) 3 kg 250 g
(e) 7 kg 750 gm
2. Convert into kg and grams.

(a) 1170 grams
(b) 1755 grams
(c)
kg
3. Add.

(a)
3 kg 300 grams
(b)
8 kg
690 grams

+ 2 kg
550 grams

+ 7 kg
580 grams
How many kilograms and grams will be there while mixing 3 kg
and 700 grams to 5 kg and 600 grams?",0.6444,,,
EDU_0001_EDU_0002_00199,EDU_0001,EDU_0002,2375,198,"(ii) Find the perimeter of the figure (a) and the perimeter
of figure (b).","kg
gram

3
700
+
5
600

9
300
= 9 kg 300 gram
What is the difference between 5 kilograms and 700 gram and 2
kilograms and 870 grams?",0.8115,,,
EDU_0001_EDU_0002_00200,EDU_0001,EDU_0002,2387,199,"10369022
Bill No.","kg
gram

5
700
— 2
890

2
810
Difference = 2 kg 810 gram.
Why?",0.6444,,,
