candidate_id,source_id,module_id,grade,subject,subdomain,screen_id,activity_id,record_key,pair_method,candidate_bucket,module_quality_score,module_risk_level,module_quality_flags,review_priority,auto_decision,qa_flags,en_record_text,ne_record_text,en_sentence_index,ne_sentence_index,en_text,ne_text
EPAATH_grade5__math__fractions_candidate_00025,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page1,p1text6,strings/string#id=p1text6,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Multiplying a fraction with a whole number means multiplying the whole number with the numerator keeping denominator the same.,भिन्नलाई पूर्ण सङ्ख्याले गुणन गर्दा पूर्ण सङ्ख्याले भिन्नको अंशलाई गुणन गरी हरलाई उही राख्नुपर्छ।,1,1,Multiplying a fraction with a whole number means multiplying the whole number with the numerator keeping denominator the same.,भिन्नलाई पूर्ण सङ्ख्याले गुणन गर्दा पूर्ण सङ्ख्याले भिन्नको अंशलाई गुणन गरी हरलाई उही राख्नुपर्छ।
EPAATH_grade5__math__fractions_candidate_00027,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page1,p1text8,strings/string#id=p1text8,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,"If the result is improper, then it should be converted into mixed fraction.",यसरी आउने भिन्न अनुपयुक्त भिन्न भए सो भिन्नलाई मिश्रित सङ्ख्यामा व्यक्त गर्नुपर्छ।,1,1,"If the result is improper, then it should be converted into mixed fraction.",यसरी आउने भिन्न अनुपयुक्त भिन्न भए सो भिन्नलाई मिश्रित सङ्ख्यामा व्यक्त गर्नुपर्छ।
EPAATH_grade5__math__fractions_candidate_00030,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page2,p2text2,strings/string#id=p2text2,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Enter a proper fraction:,उपयुक्त भिन्न राख,1,1,Enter a proper fraction:,उपयुक्त भिन्न राख
EPAATH_grade5__math__fractions_candidate_00036,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page2,p2text8,strings/string#id=p2text8,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,numerator must be less than denominator,अंशभन्दा हर ठुलो हुनुपर्छ,1,1,numerator must be less than denominator,अंशभन्दा हर ठुलो हुनुपर्छ
EPAATH_grade5__math__fractions_candidate_00037,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page3,p3text1,strings/string#id=p3text1,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Multiplying a fraction with another fraction means multiplying the numerator with the numerator and denominator with the denominator.,भिन्नहरूको गुणन गर्दा हरले हरलाई र अंशले अंशलाई गुणन गर्नुपर्छ।,1,1,Multiplying a fraction with another fraction means multiplying the numerator with the numerator and denominator with the denominator.,भिन्नहरूको गुणन गर्दा हरले हरलाई र अंशले अंशलाई गुणन गर्नुपर्छ।
EPAATH_grade5__math__fractions_candidate_00040,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page3,p3text4,strings/string#id=p3text4,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Choose a numerator which is less than the denominator.,हरभन्दा अंश सानो छान।,1,1,Choose a numerator which is less than the denominator.,हरभन्दा अंश सानो छान।
EPAATH_grade5__math__fractions_candidate_00044,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,global,pctext1,strings/string#id=pctext1,exact_record_key,medium_global_ui,90,low,many_identical_pairs,medium,review_carefully,global_ui,Check,जाँच,1,1,Check,जाँच
EPAATH_grade5__math__fractions_candidate_00045,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page2,pctext2,strings/string#id=pctext2,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Submit,पेश गर,1,1,Submit,पेश गर
EPAATH_grade5__math__fractions_candidate_00046,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page3,pctext3,strings/string#id=pctext3,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,high,review_first,,Multiply,गुणन,1,1,Multiply,गुणन
EPAATH_grade5__math__fractions_candidate_00047,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,global,pdiy,strings/string#id=pdiy,exact_record_key,medium_global_ui,90,low,many_identical_pairs,medium,review_carefully,global_ui,Do It Yourself,आफैँँ गर,1,1,Do It Yourself,आफैँँ गर
EPAATH_grade5__math__fractions_candidate_00049,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,global,predo,strings/string#id=predo,exact_record_key,medium_global_ui,90,low,many_identical_pairs,medium,review_carefully,global_ui,Play again,फेरी खेल,1,1,Play again,फेरी खेल
EPAATH_grade5__math__fractions_candidate_00051,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,global,title1,strings/string#id=title1,exact_record_key,medium_global_ui,90,low,many_identical_pairs,medium,review_carefully,global_ui,Fractions,भिन्न,1,1,Fractions,भिन्न
